run_date,ticker,data_asof,close,close_usd,fx_rate,recommendation,score,score_trend,score_macd,score_rsi,score_volume,score_adi,score_support,rsi,macd_bullish,golden_cross,death_cross,diamond_cross,adx,mfi,bb_squeeze,regime,fair_value_egp,fair_value_method,pe_ttm,undervalued,entry_price,stop_loss,tp1,tp2,tp3,tp1_rr,tp2_rr,tp3_rr,ml_signal,ml_confidence,ml_medium_price,ml_cone_pct,candle_signal,candle_score_delta,chartscan_signal,chartscan_confidence,chartscan_buy_patterns,chartscan_sell_patterns,score_vwap,score_volume_profile,vwap,dist_vwap_pct,vp_poc,vp_va_high,vp_va_low,above_poc,ta_source,ta_fetch_time,params_version,stale,intraday_rsi,intraday_vwap,intraday_volatility_pct,intraday_data_quality,outcome,outcome_date,r_multiple,hold_days,mfe_pct,mae_pct,max_price,min_price,pnl_pct
2026-09-26,OBRI,2026-09-24,28.55,0.5556,51.720001220703125,Watch,17.61,3.75,0.0,4.8,0.0,0.0,6.26,27.96,False,False,True,False,21.84,63.12,False,trending_down,,N/A,13.89,False,29.51,27.822,30.785,31.585,32.389,0.76,1.23,1.71,Buy,0.69,31.585,9.31,neutral,0,Neutral,0.0,0,0,1.0,1.8,32.6121,-12.46,33.413,34.95,30.169,False,TradingView,2026-09-26 10:08:05,v2.0,False,19.51219512195135,32.79883237524112,1.5711783837878393,good,,,,,,,,,
2026-09-26,OCDI,2026-09-24,28.0,0.5449,51.720001220703125,Watch,25.09,17.49,0.0,4.8,0.0,0.0,0.0,33.04,False,True,False,True,27.05,62.04,False,trending_down,24.0732,Blended (Graham+PE),13.99,False,28.0,27.588,28.192,28.7,29.245,0.47,1.7,3.02,Buy,0.82,30.475,13.16,neutral,0,Neutral,0.0,0,0,1.0,1.8,31.2767,-10.48,31.483,33.79,29.175,False,TradingView,2026-09-26 10:08:05,v2.0,False,32.658959537572244,31.593115782698078,1.6428571428571448,good,,,,,,,,,
2026-09-26,OLFI,2026-09-24,22.45,0.4363,51.720001220703125,Avoid,38.23,3.75,5.17,12.0,0.0,0.0,7.9,43.91,True,True,False,False,16.55,57.58,False,ranging,33.5785,Blended (Graham+PE),5.56,True,22.166,21.833,22.634,23.009,23.288,1.41,2.53,3.37,Avoid,0.35,23.009,10.48,neutral,0,Neutral,0.0,0,0,4.0,5.4,22.7016,-1.24,22.502,23.318,22.166,False,TradingView,2026-09-26 10:08:13,v2.0,False,44.09448818897632,24.22111081237299,0.8622335348393246,good,,,,,,,,,
2026-09-26,ORHD,2026-09-24,40.67,0.7914,51.720001220703125,Avoid,54.76,18.65,0.0,12.0,10.57,0.0,9.74,41.82,False,True,False,True,19.25,62.81,False,transitioning,121.7344,Blended (Graham+PE),2.87,True,38.944,37.942,40.79,41.291,41.818,1.84,2.34,2.87,Avoid,0.15,41.291,11.95,neutral,0,Neutral,0.0,0,0,2.0,1.8,42.2406,-3.72,42.407,43.51,41.55,False,TradingView,2026-09-26 10:08:05,v2.0,False,26.190476190476204,42.019684684104135,1.5508096526045883,good,,,,,,,,,
2026-09-26,ORWE,2026-09-24,26.99,0.5252,51.720001220703125,Watch,53.36,21.73,0.0,12.0,0.54,6.0,5.69,50.62,False,True,False,True,23.48,59.44,False,ranging,42.9527,Blended (Graham+PE),8.31,True,26.553,26.339,27.0,27.455,27.935,2.09,4.21,6.46,Avoid,0.25,,0.0,neutral,0,Neutral,0.0,0,0,2.0,5.4,27.6234,-2.29,27.22,28.457,26.553,False,TradingView,2026-09-26 10:08:05,v2.0,False,45.849802371541486,26.370923673039645,1.2517863759064207,good,,,,,,,,,
2026-09-26,PHDC,2026-09-24,13.5,0.2627,51.720001220703125,Avoid,22.93,11.23,0.0,4.8,0.5,0.0,0.0,33.38,False,True,False,False,26.85,61.83,False,trending_down,36.5208,Blended (Graham+PE),3.35,True,12.955,12.807,13.117,13.708,13.909,1.09,5.09,6.45,Avoid,0.4,13.708,8.24,neutral,0,Neutral,0.0,0,0,1.0,5.4,14.2759,-5.44,14.601,15.15,13.32,False,TradingView,2026-09-26 10:08:05,v2.0,False,53.57142857142858,14.833039204715996,1.3703703703703705,good,,,,,,,,,
2026-09-26,POUL,2026-09-24,38.2,0.7434,51.720001220703125,Avoid,36.28,17.08,0.0,12.0,0.0,0.0,3.41,45.93,False,True,False,True,17.71,61.64,False,trending,163.6685,Blended (Graham+PE),1.91,True,36.403,34.984,36.863,38.231,39.269,0.32,1.29,2.02,Avoid,0.0,38.231,12.73,neutral,0,Neutral,0.0,0,0,2.0,1.8,39.4753,-3.23,38.954,40.757,38.593,False,TradingView,2026-09-26 10:08:05,v2.0,False,54.98721227621485,38.822051884600675,1.6099476439790559,good,,,,,,,,,
2026-09-26,RACC,2026-09-24,9.43,0.1835,51.720001220703125,Avoid,34.2,8.94,0.0,7.2,0.0,5.0,9.26,38.83,False,True,False,False,13.48,60.52,False,transitioning,9.6803,USD-Comparison (fallback),,True,9.43,9.305,9.749,10.026,10.279,2.55,4.77,6.79,Avoid,0.1,9.374,8.96,neutral,0,Neutral,0.0,0,0,2.0,1.8,9.8984,-4.73,9.841,10.348,9.537,False,TradingView,2026-09-26 10:08:05,v2.0,False,27.450980392156723,10.08526488911825,1.0983184366005159,good,,,,,,,,,
2026-09-26,RMDA,2026-09-24,5.77,0.1123,51.720001220703125,Watch,33.17,18.37,0.0,12.0,0.0,0.0,0.0,40.27,False,True,False,True,26.23,66.56,False,trending_down,3.8292,Blended (Graham+PE),15.27,False,5.38,5.257,5.772,5.974,6.058,3.19,4.83,5.51,Buy,0.56,6.058,7.18,neutral,0,Neutral,0.0,0,0,1.0,1.8,6.1433,-6.08,6.104,6.362,5.892,False,TradingView,2026-09-26 10:08:05,v2.0,False,17.64705882352939,6.165541392462668,1.6093092349591485,good,,,,,,,,,
2026-09-26,RREI,2026-09-24,4.02,0.0782,51.720001220703125,Watch,32.12,17.32,0.0,12.0,0.0,0.0,0.0,36.91,False,True,False,True,24.01,64.14,False,trending_down,,N/A,,False,3.85,3.702,3.914,4.288,4.352,0.43,2.96,3.39,Buy,0.7,4.288,10.9,neutral,0,Neutral,0.0,0,0,1.0,1.8,4.3751,-8.12,4.402,4.525,4.315,False,TradingView,2026-09-26 10:08:05,v2.0,False,23.404255319148874,4.599822598956815,2.0788912579957337,good,,,,,,,,,
2026-09-26,SAUD,2026-09-24,23.29,0.4532,51.720001220703125,Avoid,56.11,22.3,6.52,12.0,0.99,5.0,5.51,46.49,True,True,False,True,23.06,64.07,False,trending,93.0358,Blended (Graham+PE),2.37,True,22.251,21.792,22.45,23.471,24.146,0.43,2.66,4.13,Avoid,0.25,23.471,12.02,neutral,0,Sell,0.4197,0,1,2.0,1.8,24.5108,-4.98,24.799,26.35,23.613,False,TradingView,2026-09-26 10:08:05,v2.0,False,26.14213197969542,23.832161872478512,2.208182543090231,good,,,,,,,,,
2026-09-26,SCEM,2026-09-24,84.57,1.6457,51.720001220703125,Watch,33.16,18.36,0.0,12.0,0.0,0.0,0.0,35.55,False,True,False,True,39.28,61.22,False,trending_down,629.7297,Blended (Graham+PE),0.99,True,84.462,83.328,87.99,89.444,94.25,3.11,4.39,8.63,Buy,0.84,89.444,12.49,neutral,0,Neutral,0.0,0,0,1.0,1.8,98.0281,-13.73,99.66,103.669,96.796,False,TradingView,2026-09-26 10:08:05,v2.0,False,24.89626556016593,95.9901525244838,1.838713491781957,good,,,,,,,,,
2026-09-26,SIPC,2026-09-24,5.17,0.1006,51.720001220703125,Avoid,39.8,25.0,0.0,12.0,0.0,0.0,0.0,45.17,False,True,False,True,36.89,68.89,False,trending,,N/A,,False,4.951,4.868,5.303,5.485,5.735,4.24,6.43,9.45,Avoid,0.33,5.303,21.08,neutral,0,Neutral,0.0,0,0,1.0,1.8,5.9643,-13.32,5.963,6.653,5.272,False,TradingView,2026-09-26 10:08:13,v2.0,False,14.51612903225805,5.438850140317204,2.182923459519207,good,,,,,,,,,
2026-09-26,SWDY,2026-09-24,118.5,2.306,51.720001220703125,Avoid,48.99,24.79,0.0,12.0,9.4,0.0,0.0,42.05,False,True,False,True,35.94,59.26,False,trending,172.5954,Blended (Graham+PE),6.27,True,118.5,111.803,120.141,125.468,128.74,0.25,1.04,1.53,Avoid,0.0,118.294,3.46,neutral,0,Sell,0.5187,0,1,1.0,1.8,128.5902,-7.85,128.68,136.22,122.3,False,TradingView,2026-09-26 10:08:05,v2.0,False,13.235294117647015,119.62827450637263,1.2230259192284514,good,,,,,,,,,
2026-09-26,TALM,2026-09-24,20.39,0.3968,51.720001220703125,Avoid,44.22,24.82,0.0,12.0,0.0,0.0,0.0,54.35,False,True,False,True,39.35,70.26,False,trending_up,18.7369,Blended (Graham+PE),9.64,False,18.802,18.25,19.799,20.519,20.86,1.81,3.11,3.73,Avoid,0.25,20.519,10.38,neutral,0,Neutral,0.0,0,0,2.0,5.4,21.3046,-4.29,22.05,23.982,19.258,False,TradingView,2026-09-26 10:08:05,v2.0,False,30.538922155688695,20.387359181810684,1.2681286344846892,good,,,,,,,,,
2026-09-26,ZEOT,2026-09-24,12.31,0.2396,51.720001220703125,Watch,34.22,19.42,0.0,12.0,0.0,0.0,0.0,35.57,False,True,False,True,34.46,68.07,False,trending_down,,N/A,,False,11.516,11.108,12.154,12.577,12.963,1.56,2.6,3.55,Buy,0.71,13.212,18.58,bearish,-6,Neutral,0.0,0,0,1.0,1.8,13.7248,-10.31,14.135,14.59,13.16,False,TradingView,2026-09-26 10:08:05,v2.0,False,23.27044025157231,13.444941610843319,1.700127654636183,good,,,,,,,,,
2026-09-26,ZMID,2026-09-24,8.04,0.1565,51.720001220703125,Avoid,33.85,19.05,0.0,12.0,0.0,0.0,0.0,37.98,False,True,False,True,37.02,64.87,False,trending_down,7.7094,Blended (Graham+PE),10.94,False,8.046,7.837,8.243,8.417,8.789,0.94,1.78,3.56,Avoid,0.36,8.243,15.87,neutral,0,Neutral,0.0,0,0,1.0,1.8,9.1644,-12.27,9.29,9.747,8.732,False,TradingView,2026-09-26 10:08:05,v2.0,False,36.23188405797096,8.270962217979354,2.2832267235252313,good,,,,,,,,,
